ISO3,countryname,year,id,NOMINAL_GDP,REAL_GDP,INFLATION,UNEMPLOYMENT
FIN,Finland,2021,FIN,248764.0,228823.0,2.0661852,7.6170001
FIN,Finland,2022,FIN,266124.0,232141.0,7.1716309,6.783
FIN,Finland,2023,FIN,273320.0,229440.02,4.3404989,7.2080002
FIN,Finland,2024,FIN,277910.56,228808.23,0.91058719,8.3999996
FIN,Finland,2025,FIN,287601.13,232532.16,1.8442636,8.020546
FJI,Fiji,2020,FJI,9613.1553,9076.8838,-2.5952432,13.351
FJI,Fiji,2021,FJI,8914.1406,8633.8379,0.156,9.0
FJI,Fiji,2022,FJI,10939.9,10342.71,4.5201926,6.5
FJI,Fiji,2023,FJI,12245.285,11120.925,1.3744903,5.5
FJI,Fiji,2024,FJI,13248.151,11546.745,4.5113826,5.0
FJI,Fiji,2025,FJI,14025.722,11845.58,3.2000537,4.6999998
FLK,Falkland Islands,2020,FLK,,,,
FLK,Falkland Islands,2021,FLK,,,,
FLK,Falkland Islands,2022,FLK,,,,
FLK,Falkland Islands,2023,FLK,,,,
FLK,Falkland Islands,2024,FLK,,,,
FRA,France,2020,FRA,2317115.0,2174613.0,0.52407575,8.0249996
FRA,France,2021,FRA,2505596.3,2323104.3,2.066416,7.8670001
FRA,France,2022,FRA,2654008.3,2383973.5,5.9057984,7.3080001
FRA,France,2023,FRA,2826376.0,2410675.0,5.6641555,7.342
FRA,France,2024,FRA,2931470.3,2438259.5,2.4101994,7.4000001
FRA,France,2025,FRA,3008036.8,2460142.8,1.5956823,7.6601467
FRO,Faroe Islands,2020,FRO,21404.699,19203.916,,
FRO,Faroe Islands,2021,FRO,23040.301,20260.971,,
FRO,Faroe Islands,2022,FRO,25238.5,20981.455,,
FRO,Faroe Islands,2023,FRO,26920.301,21503.695,,
FRO,Faroe Islands,2024,FRO,,,,
FSM,Micronesia,2020,FSM,372.0,328.1438,0.484,
FSM,Micronesia,2021,FSM,390.0,338.31528,2.085,
FSM,Micronesia,2022,FSM,430.0,328.48428,5.4087439,
FSM,Micronesia,2023,FSM,460.0,330.06808,6.21,
FSM,Micronesia,2024,FSM,488.50494,332.44153,5.4386024,
FSM,Micronesia,2025,FSM,518.58276,336.36801,4.96664,
GAB,Gabon,2020,GAB,8830800.0,8972340.0,1.373036,
GAB,Gabon,2021,GAB,10782800.0,9104050.0,1.079,
GAB,Gabon,2022,GAB,12750100.0,9380596.0,4.2312479,
GAB,Gabon,2023,GAB,12165200.0,9610034.0,3.6290154,
GAB,Gabon,2024,GAB,12652643.0,9935228.0,1.17312,
GAB,Gabon,2025,GAB,12479093.0,10210871.0,1.5160433,
GBR,United Kingdom,2020,GBR,2103486.0,1853603.1,0.88126159,4.625
GBR,United Kingdom,2021,GBR,2285400.0,2012567.3,2.5823755,4.5500002
GBR,United Kingdom,2022,GBR,2526428.0,2109957.0,9.0535593,3.8
GBR,United Kingdom,2023,GBR,2720029.0,2117130.3,7.3018699,4.0500002
GBR,United Kingdom,2024,GBR,2822158.3,2136439.8,2.619899,4.2430005
GBR,United Kingdom,2025,GBR,2929895.0,2172459.3,2.6508205,4.0259762
GEO,Georgia,2020,GEO,49788.539,39365.105,5.2024651,18.5
GEO,Georgia,2021,GEO,60724.141,43555.219,9.5669146,20.6
GEO,Georgia,2022,GEO,72860.063,48328.234,11.898166,17.299999
GEO,Georgia,2023,GEO,80246.078,52113.398,2.4877605,16.4
GEO,Georgia,2024,GEO,91168.43,57026.941,1.1097176,13.9
GEO,Georgia,2025,GEO,100687.88,60435.637,3.6246452,13.9
GGY,Guernsey,2020,GGY,,,,
GGY,Guernsey,2021,GGY,,,,
GGY,Guernsey,2022,GGY,,,,
GGY,Guernsey,2023,GGY,,,,
GGY,Guernsey,2024,GGY,,,,
GHA,Ghana,2020,GHA,391940.72,233227.66,9.9534407,3.4890001
GHA,Ghana,2021,GHA,461694.94,245067.39,9.9724207,3.1949999
GHA,Ghana,2022,GHA,614336.25,254391.83,31.255896,3.0840001
GHA,Ghana,2023,GHA,841632.94,262379.97,38.106964,
GHA,Ghana,2024,GHA,1115119.6,277295.94,22.848328,
GHA,Ghana,2025,GHA,1356631.6,288460.59,17.171213,
GIB,Gibraltar,2020,GIB,,,,
GIB,Gibraltar,2021,GIB,,,,
GIB,Gibraltar,2022,GIB,,,,
GIB,Gibraltar,2023,GIB,,,,
GIB,Gibraltar,2024,GIB,,,,
GIN,Guinea,2020,GIN,134759520.0,94642408.0,10.60186,
GIN,Guinea,2021,GIN,159336992.0,99925656.0,12.597,
GIN,Guinea,2022,GIN,170314000.0,103895120.0,10.493041,
GIN,Guinea,2023,GIN,195788512.0,109652696.0,7.804976,
GIN,Guinea,2024,GIN,222097664.0,115868384.0,8.1231394,
GIN,Guinea,2025,GIN,252086336.0,124078864.0,3.5001652,
GMB,Gambia,2020,GMB,93329.797,71727.133,5.9312763,29.76
GMB,Gambia,2021,GMB,105487.0,75497.086,7.3699999,29.76
GMB,Gambia,2022,GMB,121093.21,79644.141,11.51312,29.76
GMB,Gambia,2023,GMB,146701.89,83465.078,16.974213,6.4790001
GMB,Gambia,2024,GMB,168109.45,88261.578,11.563755,
GMB,Gambia,2025,GMB,191687.89,93479.43,9.2884588,
GNB,Guinea-Bissau,2020,GNB,803841.56,765024.13,1.4630001,2.4130001
GNB,Guinea-Bissau,2021,GNB,876729.06,805091.25,3.2739999,2.4130001
GNB,Guinea-Bissau,2022,GNB,984003.88,850056.69,9.3938389,2.6659999
GNB,Guinea-Bissau,2023,GNB,1116950.8,888000.63,10.062156,
GNB,Guinea-Bissau,2024,GNB,1185071.5,930744.38,3.7039957,
GNB,Guinea-Bissau,2025,GNB,1282831.3,978212.38,2.0,
GNQ,Equatorial Guinea,2020,GNQ,5694742.0,5657753.5,4.7697048,
GNQ,Equatorial Guinea,2021,GNQ,6774079.0,5706425.5,-0.093999997,
GNQ,Equatorial Guinea,2022,GNQ,8412515.0,5890373.0,4.7867169,
GNQ,Equatorial Guinea,2023,GNQ,7349759.0,5590593.5,4.3136373,
GNQ,Equatorial Guinea,2024,GNQ,7602050.0,5641313.5,2.9214022,
GNQ,Equatorial Guinea,2025,GNQ,8053299.0,5404127.0,3.999577,
GRC,Greece,2020,GRC,167539.5,168619.8,-1.2622299,16.325001
GRC,Greece,2021,GRC,184574.59,183213.0,0.57411146,14.775
GRC,Greece,2022,GRC,207854.2,193736.09,9.2996016,12.425
GRC,Greece,2023,GRC,225196.91,198254.3,4.1548963,11.075
GRC,Greece,2024,GRC,238628.83,202899.72,2.9642773,10.1
GRC,Greece,2025,GRC,250181.2,207301.38,2.7351837,9.3806953
GRD,Grenada,2020,GRD,2817.21,2642.79,-0.74199998,13.464
GRD,Grenada,2021,GRD,3031.613,2766.6702,1.22,13.035
GRD,Grenada,2022,GRD,3306.3601,2969.2109,2.6500001,13.035
GRD,Grenada,2023,GRD,3555.1799,3108.1628,2.8610642,6.3400002
GRD,Grenada,2024,GRD,3736.2986,3222.9492,1.0861536,
GRD,Grenada,2025,GRD,3930.2241,3348.5667,1.2553381,
GRL,Greenland,2020,GRL,20168.699,18267.58,,
GRL,Greenland,2021,GRL,20343.9,18566.09,,
GRL,Greenland,2022,GRL,20705.662,18938.258,,
GRL,Greenland,2023,GRL,20949.725,19102.256,,
GRL,Greenland,2024,GRL,,,,
GTM,Guatemala,2020,GTM,600122.5,532244.25,3.2144406,2.1930001
GTM,Guatemala,2021,GTM,668860.88,575045.81,4.2610512,2.174
GTM,Guatemala,2022,GTM,740968.63,599108.69,6.885128,3.0510001
GTM,Guatemala,2023,GTM,818054.06,620276.13,6.266397,2.3440001
GTM,Guatemala,2024,GTM,878951.56,642927.75,2.8699276,
GTM,Guatemala,2025,GTM,942262.38,669287.06,2.9719999,
GUM,Guam,2020,GUM,5916.0,5332.5474,,
GUM,Guam,2021,GUM,6234.0,5442.3008,,
GUM,Guam,2022,GUM,6910.0,5719.8506,,
GUM,Guam,2023,GUM,,,,
GUM,Guam,2024,GUM,,,,
GUY,Guyana,2020,GUY,1141341.1,1502472.6,0.722,
GUY,Guyana,2021,GUY,1677280.0,1803868.6,3.3210001,
GUY,Guyana,2022,GUY,3068783.8,2946342.3,6.0180612,
GUY,Guyana,2023,GUY,3478385.8,3942058.8,2.8211033,
GUY,Guyana,2024,GUY,5106175.0,5651809.0,2.9039524,
GUY,Guyana,2025,GUY,5347126.0,6234801.5,3.5570636,
HKG,Hong Kong,2020,HKG,2675793.0,2403797.3,0.32543707,5.5250001
HKG,Hong Kong,2021,HKG,2867973.0,2558948.5,1.5687584,5.408
HKG,Hong Kong,2022,HKG,2808981.0,2464683.3,1.8813671,4.3499999
HKG,Hong Kong,2023,HKG,2981601.0,2543910.3,1.9436346,2.9000001
HKG,Hong Kong,2024,HKG,3174874.0,2608556.0,1.729721,2.9879999
HKG,Hong Kong,2025,HKG,3289734.3,2648255.5,1.900627,3.539
HND,Honduras,2020,HND,574041.81,486222.81,3.4684117,10.912
HND,Honduras,2021,HND,675932.69,547318.06,4.4808798,8.5690002
HND,Honduras,2022,HND,769494.13,569996.56,9.0896387,8.8999996
HND,Honduras,2023,HND,846309.19,590378.75,6.6632519,6.0710001
HND,Honduras,2024,HND,921090.75,611360.69,4.6062112,8.0050001
HND,Honduras,2025,HND,998435.31,631534.94,4.7400436,8.0
HRV,Croatia,2020,HRV,50747.105,47785.324,0.01860089,9.0
HRV,Croatia,2021,HRV,58346.84,53821.418,2.6739872,8.092
HRV,Croatia,2022,HRV,67615.063,57743.891,10.670184,6.783
HRV,Croatia,2023,HRV,78048.477,59650.91,8.3932858,6.0999999
HRV,Croatia,2024,HRV,85677.227,61865.844,3.9075742,5.0
HRV,Croatia,2025,HRV,91698.047,63724.676,3.2576118,5.0978794
HTI,Haiti,2020,HTI,1547377.9,726258.56,22.79631,
HTI,Haiti,2021,HTI,1699208.6,713198.69,15.941,
HTI,Haiti,2022,HTI,2168223.0,701202.75,33.983932,
HTI,Haiti,2023,HTI,2798324.0,688133.19,43.577099,
HTI,Haiti,2024,HTI,3336427.0,659440.56,26.949057,
HTI,Haiti,2025,HTI,4300587.0,652845.25,27.152643,
HUN,Hungary,2020,HUN,48807768.0,39612116.0,3.3267438,4.125
HUN,Hungary,2021,HUN,55556988.0,42432952.0,5.1109653,4.0500002
HUN,Hungary,2022,HUN,66165628.0,44240980.0,14.608144,3.5999999
HUN,Hungary,2023,HUN,75086592.0,43822360.0,17.124966,4.0749998
HUN,Hungary,2024,HUN,81286304.0,44064764.0,3.800709,4.5
HUN,Hungary,2025,HUN,85791704.0,44973860.0,3.2690408,4.4974823
IDN,Indonesia,2020,IDN,15443353600.0,13759712256.0,1.9198337,7.0700002
IDN,Indonesia,2021,IDN,16976751616.0,14269218816.0,1.5600797,6.4899998
IDN,Indonesia,2022,IDN,19588089856.0,15026546688.0,4.209456,5.8600001
IDN,Indonesia,2023,IDN,20892377088.0,15785102336.0,3.6694012,5.3200002
IDN,Indonesia,2024,IDN,22144567296.0,16582392832.0,2.2878959,4.9099998
IDN,Indonesia,2025,IDN,23826948096.0,17448341504.0,2.2354624,5.0
IMN,Isle of Man,2020,IMN,5213.6958,4764.7783,,
IMN,Isle of Man,2021,IMN,5766.4932,4947.6431,,
IMN,Isle of Man,2022,IMN,6028.9941,4741.5542,,
IMN,Isle of Man,2023,IMN,,,,
IMN,Isle of Man,2024,IMN,,,,
IND,India,2020,IND,198540960.0,165886016.0,6.1655445,8.6619997
IND,India,2021,IND,235973984.0,181959696.0,5.5095143,7.3649998
IND,India,2022,IND,269496448.0,194673280.0,6.6515384,5.3000002
IND,India,2023,IND,295356672.0,210544880.0,5.3546906,4.9390001
IND,India,2024,IND,325449344.0,224883840.0,4.7532363,4.1754999
IND,India,2025,IND,359537216.0,240452400.0,4.1958327,4.9390001
IRL,Ireland,2020,IRL,382938.28,370143.16,-0.45909166,5.842
IRL,Ireland,2021,IRL,448197.69,428324.31,2.4213474,6.2579999
IRL,Ireland,2022,IRL,520513.34,465445.16,8.0652943,4.467
IRL,Ireland,2023,IRL,510488.38,439056.03,5.2012796,4.3080001
IRL,Ireland,2024,IRL,517487.84,436696.69,1.5231138,4.3000002
IRL,Ireland,2025,IRL,544751.0,452683.5,1.8592039,4.2230425
IRN,Iran,2020,IRN,40791375872.0,13306335232.0,36.5,9.6000004
IRN,Iran,2021,IRN,66774503424.0,13934364672.0,43.389015,9.1750002
IRN,Iran,2022,IRN,104350048256.0,14460613632.0,36.164375,9.0
IRN,Iran,2023,IRN,143039266816.0,15190136832.0,44.579185,8.0749998
IRN,Iran,2024,IRN,197859590144.0,15651915776.0,32.455872,7.7649999
IRN,Iran,2025,IRN,284515270656.0,15700325376.0,43.327312,9.5
IRQ,Iraq,2020,IRQ,215661520.0,207177520.0,0.57300001,8.6459999
IRQ,Iraq,2021,IRQ,301152832.0,210289696.0,6.0418649,16.173
IRQ,Iraq,2022,IRQ,383064160.0,227026752.0,4.9947658,
IRQ,Iraq,2023,IRQ,304640768.0,228202080.0,4.4875255,
IRQ,Iraq,2024,IRQ,313039424.0,224675792.0,-12.296984,
IRQ,Iraq,2025,IRQ,291088032.0,221297888.0,2.4999413,
ISL,Iceland,2020,ISL,2929165.3,2544876.0,2.8479187,6.2670002
ISL,Iceland,2021,ISL,3279523.8,2678589.0,4.4442434,5.842
ISL,Iceland,2022,ISL,3892030.8,2919461.5,8.308754,3.592
ISL,Iceland,2023,ISL,4321079.0,3066520.0,8.7363062,3.375
ISL,Iceland,2024,ISL,4552953.0,3086652.5,5.9614406,3.4752059
ISL,Iceland,2025,ISL,4808192.0,3158795.0,4.1325021,3.7537944
ISR,Israel,2020,ISR,1422389.0,1371576.4,-0.61441237,4.3080001
ISR,Israel,2021,ISR,1591182.6,1500898.0,1.5102005,4.967
ISR,Israel,2022,ISR,1772848.8,1594225.9,4.3935966,3.767
ISR,Israel,2023,ISR,1883604.4,1623935.4,4.2253523,3.4497614
ISR,Israel,2024,ISR,1992811.6,1632955.3,3.1438775,2.9772518
ISR,Israel,2025,ISR,2103894.0,1672875.9,3.5635202,2.5174603
ITA,Italy,2020,ITA,1668854.8,1577720.4,-0.14538406,9.3579998
ITA,Italy,2021,ITA,1838939.4,1716463.8,1.9412764,9.5080004
ITA,Italy,2022,ITA,1995936.8,1799004.0,8.7360153,8.125
ITA,Italy,2023,ITA,2128815.0,1813295.0,5.9033856,7.6830001
ITA,Italy,2024,ITA,2183692.3,1822005.0,1.2123214,6.5
ITA,Italy,2025,ITA,2258176.0,1838334.0,2.0574088,6.0233321
JAM,Jamaica,2020,JAM,1966928.5,1573549.8,5.226778,10.2
JAM,Jamaica,2021,JAM,2210218.5,1645955.5,5.8599935,8.375
JAM,Jamaica,2022,JAM,2623255.0,1731899.4,10.349568,6.2670002
JAM,Jamaica,2023,JAM,2994281.0,1777009.6,6.618937,4.4000001
JAM,Jamaica,2024,JAM,3117922.5,1764236.4,5.4119444,4.1750002
JAM,Jamaica,2025,JAM,3366852.3,1801284.8,4.9999275,
JEY,Jersey,2020,JEY,,,,
JEY,Jersey,2021,JEY,,,,
JEY,Jersey,2022,JEY,,,,
JEY,Jersey,2023,JEY,,,,
JEY,Jersey,2024,JEY,,,,
JOR,Jordan,2020,JOR,31027.271,29367.477,0.33329436,22.700001
JOR,Jordan,2021,JOR,32870.23,30441.047,1.3468957,24.075001
JOR,Jordan,2022,JOR,34543.902,31246.955,4.2291555,22.85
JOR,Jordan,2023,JOR,36077.688,32148.141,2.0848699,16.62475
JOR,Jordan,2024,JOR,37676.348,32948.273,1.5565962,
JOR,Jordan,2025,JOR,39562.156,33804.613,3.6165321,
JPN,Japan,2020,JPN,539648768.0,529456480.0,0.008332639,2.8
JPN,Japan,2021,JPN,553150784.0,543789504.0,-0.25829029,2.8169999
JPN,Japan,2022,JPN,561751296.0,550087424.0,2.5060563,2.592
JPN,Japan,2023,JPN,592966208.0,559224384.0,3.2515688,2.575
JPN,Japan,2024,JPN,607961344.0,557688896.0,2.5915565,2.5445182
JPN,Japan,2025,JPN,627944832.0,565849984.0,1.9178326,2.4026561
KAZ,Kazakhstan,2020,KAZ,70649032.0,45638176.0,6.749002,4.9250002
KAZ,Kazakhstan,2021,KAZ,83951584.0,47600616.0,8.0019999,4.9000001
KAZ,Kazakhstan,2022,KAZ,103765520.0,49123836.0,14.35558,4.875
KAZ,Kazakhstan,2023,KAZ,120561096.0,51629152.0,14.716802,4.6999998
KAZ,Kazakhstan,2024,KAZ,136518544.0,54107352.0,8.8394394,4.6739998
KAZ,Kazakhstan,2025,KAZ,156961584.0,56748080.0,9.9223738,4.6479998
KEN,Kenya,2020,KEN,10715070.0,8250451.5,5.4048147,5.0139999
KEN,Kenya,2021,KEN,12027662.0,8876701.0,6.110909,5.6942501
KEN,Kenya,2022,KEN,13489642.0,9308107.0,7.6568747,5.58425
KEN,Kenya,2023,KEN,15108806.0,9825254.0,7.6750002,
KEN,Kenya,2024,KEN,16785222.0,10267046.0,4.4897885,
KEN,Kenya,2025,KEN,18255166.0,10760903.0,4.0629635,
KGZ,Kyrgyzstan,2020,KGZ,639688.63,479309.0,6.3254228,4.9039998
KGZ,Kyrgyzstan,2021,KGZ,782854.31,505704.56,11.908779,5.4629998
KGZ,Kyrgyzstan,2022,KGZ,1020744.6,551053.69,13.92291,4.9000001
KGZ,Kyrgyzstan,2023,KGZ,1228898.8,600721.75,10.753277,3.5172501
KGZ,Kyrgyzstan,2024,KGZ,1403509.4,655027.81,5.0204892,3.983
KGZ,Kyrgyzstan,2025,KGZ,1624870.3,699721.06,6.9668741,3.983
KHM,Cambodia,2020,KHM,140865472.0,129116896.0,2.9402952,0.17200001
KHM,Cambodia,2021,KHM,148224016.0,133106400.0,2.9207349,1.0
KHM,Cambodia,2022,KHM,162504608.0,139934640.0,5.3437028,
KHM,Cambodia,2023,KHM,176034992.0,146941616.0,2.1274679,
KHM,Cambodia,2024,KHM,190944288.0,155781360.0,0.87223965,
KHM,Cambodia,2025,KHM,201461024.0,162021168.0,1.0034215,
KIR,Kiribati,2020,KIR,320.98358,298.27542,2.4820001,25.246363
KIR,Kiribati,2021,KIR,379.74481,323.56839,3.0,
KIR,Kiribati,2022,KIR,389.30762,338.3436,5.3400002,
KIR,Kiribati,2023,KIR,434.41428,347.3165,9.2770004,
KIR,Kiribati,2024,KIR,466.52197,365.60931,2.4883726,
KIR,Kiribati,2025,KIR,496.49127,380.1561,4.6357107,
KNA,Saint Kitts and Nevis,2020,KNA,2386.5901,2394.1587,-0.58899999,
KNA,Saint Kitts and Nevis,2021,KNA,2318.28,2402.9597,0.20200001,
KNA,Saint Kitts and Nevis,2022,KNA,2649.8601,2651.4834,2.6673884,
KNA,Saint Kitts and Nevis,2023,KNA,2856.3201,2766.2544,3.9980488,
KNA,Saint Kitts and Nevis,2024,KNA,2883.1592,2798.521,1.0435817,
KNA,Saint Kitts and Nevis,2025,KNA,2912.7839,2852.9766,1.7482948,
KOR,South Korea,2020,KOR,2058466560.0,1947261568.0,0.53728801,3.9549999
KOR,South Korea,2021,KOR,2221912832.0,2037088000.0,2.4983332,3.675
KOR,South Korea,2022,KOR,2323781376.0,2092650880.0,5.0895138,2.8829999
KOR,South Korea,2023,KOR,2401189376.0,2122034304.0,3.5974562,2.7079999
KOR,South Korea,2024,KOR,2563476224.0,2170501632.0,2.3112347,2.6533973
KOR,South Korea,2025,KOR,2675810304.0,2216230912.0,1.8396037,2.646632
KWT,Kuwait,2020,KWT,34005.789,33812.172,1.0,
KWT,Kuwait,2021,KWT,44781.707,34377.73,3.4236295,
KWT,Kuwait,2022,KWT,56331.691,36701.207,4.0640273,
KWT,Kuwait,2023,KWT,50287.684,36089.324,3.642164,
KWT,Kuwait,2024,KWT,48641.227,35165.395,2.898551,
KWT,Kuwait,2025,KWT,46963.91,35821.84,2.47089,
LAO,Laos,2020,LAO,172919392.0,151050000.0,5.1281362,2.5999999
LAO,Laos,2021,LAO,184981632.0,154869072.0,3.7556205,2.5999999
LAO,Laos,2022,LAO,215609392.0,159062048.0,22.956223,2.41294
LAO,Laos,2023,LAO,265475472.0,165020000.0,31.230135,
LAO,Laos,2024,LAO,315276896.0,172046976.0,23.130569,
LAO,Laos,2025,LAO,345662176.0,176387152.0,9.3694153,
LBN,Lebanon,2020,LBN,96905520.0,55367712.0,84.864334,13.284
LBN,Lebanon,2021,LBN,245572096.0,51491288.0,154.75868,12.669
LBN,Lebanon,2022,LBN,655209280.0,51171176.0,189.4364,11.6
LBN,Lebanon,2023,LBN,2090728960.0,50781980.0,221.34164,11.543
LBN,Lebanon,2024,LBN,2575027200.0,46973332.0,45.243042,
LBN,Lebanon,2025,LBN,,,,
LBR,Liberia,2020,LBR,3460.9631,2954.3872,11.894,
LBR,Liberia,2021,LBR,4124.7935,3101.7141,7.816,
LBR,Liberia,2022,LBR,4561.7368,3250.8474,7.5929999,
LBR,Liberia,2023,LBR,5039.2368,3403.1094,2.5551767,
LBR,Liberia,2024,LBR,5452.4775,3566.2173,8.2149744,
LBR,Liberia,2025,LBR,,,,
LBY,Libya,2020,LBY,65065.188,59387.402,22.256001,
LBY,Libya,2021,LBY,158988.67,76213.914,2.7690001,
LBY,Libya,2022,LBY,208151.56,69925.023,4.5100002,
LBY,Libya,2023,LBY,211910.88,77026.484,2.5551767,
LBY,Libya,2024,LBY,220026.48,76559.836,2.1261578,
LBY,Libya,2025,LBY,251241.53,89807.828,2.2903764,
LCA,Saint Lucia,2020,LCA,4048.04,4032.7356,0.34099999,25.225
LCA,Saint Lucia,2021,LCA,5041.3999,4500.4839,2.378,20.514
LCA,Saint Lucia,2022,LCA,6325.3301,5418.0625,6.3781471,15.92225
LCA,Saint Lucia,2023,LCA,6561.4502,5537.7954,3.651,
LCA,Saint Lucia,2024,LCA,6882.4702,5753.3125,-0.11028358,
LCA,Saint Lucia,2025,LCA,7181.5757,5928.123,0.69196993,
LIE,Liechtenstein,2020,LIE,6014.1001,6405.7832,-0.70493454,
LIE,Liechtenstein,2021,LIE,7230.8999,6443.1694,0.50709939,
LIE,Liechtenstein,2022,LIE,7044.8999,6625.8521,8.395483,
LIE,Liechtenstein,2023,LIE,7445.0,6766.8994,6.3502831,
LIE,Liechtenstein,2024,LIE,,,,
LIE,Liechtenstein,2025,LIE,,,,
LKA,Sri Lanka,2020,LKA,15671535.0,12595550.0,6.153945,5.5
LKA,Sri Lanka,2021,LKA,17612370.0,13125505.0,7.0147805,5.0999999
LKA,Sri Lanka,2022,LKA,24063762.0,12160886.0,44.948849,4.6999998
LKA,Sri Lanka,2023,LKA,27629666.0,11877555.0,16.541174,4.6999998
